title,console
El. Viento,GEN
Cyborg Justice,GEN
"Miracle Piano Teaching System, The",GEN
Davis Cup Tennis ~ Davis Cup World Tour,GEN
Olympic Summer Games,GEN
WWF WrestleMania - The Arcade Game,GEN
Spider-Man,GEN
Wiz'n'Liz,GEN
Cascade,GEN
"Lion King, The",GEN
Tecmo Super NBA Basketball,GEN
Blockout,GEN
Toy Story,GEN
Monopoly,GEN
World Trophy Soccer,GEN
Water Margin - The Tales of Clouds and Winds,GEN
Altered Beast,GEN
Mutant League Football,GEN
DJ Boy,GEN
NBA All-Star Challenge,GEN
General Chaos,GEN
Senjou no Ookami II ~ Mercs,GEN
Venom . Spider-Man - Separation Anxiety,GEN
F-15 Strike Eagle II,GEN
Beggar Prince,GEN
High Seas Havoc,GEN
Chester Cheetah - Too Cool to Fool,GEN
Alien 3,GEN
King's Bounty - The Conqueror's Quest,GEN
NFL Sports Talk Football '93 Starring Joe Montana,GEN
Spiritual Warfare,GEN
Tecmo Super Bowl,GEN
"Faery Tale Adventure, The",GEN
Super Baseball 2020,GEN
NHL Hockey,GEN
Double Dragon 3 - The Arcade Game,GEN
World Series Baseball 98,GEN
ATP Tour Championship Tennis,GEN
Time Killers,GEN
Pier Solar and the Great Architects,GEN
Soleil,GEN
Madden NFL 96,GEN
Road Rash II,GEN
Lethal Enforcers,GEN
Pele II - World Tournament Soccer,GEN
Minnesota Fats - Pool Legend,GEN
Ariel the Little Mermaid,GEN
Frogger,GEN
Zero the Kamikaze Squirrel,GEN
Jeopardy! - Deluxe Edition,GEN
Tom and Jerry - Frantic Antics,GEN
Vectorman,GEN
Street Fighter II' - Special Champion Edition,GEN
Crystal's Pony Tale,GEN
Roger Clemens' MVP Baseball,GEN
Pirates! Gold,GEN
PGA Tour Golf,GEN
Teenage Mutant Ninja Turtles - Tournament Fighters,GEN
Urban Strike,GEN
WWF Raw,GEN
Skeleton Krew,GEN
Granada,GEN
NBA Hang Time,GEN
Saint Sword,GEN
Trampoline Terror!,GEN
After Burner II,GEN
MLBPA Baseball,GEN
IMG International Tour Tennis,GEN
World Series Baseball '96,GEN
Super Battleship - The Classic Naval Combat Game,GEN
PGA European Tour,GEN
"Adventures of Mighty Max, The",GEN
NBA Action '94,GEN
Beauty and the Beast - Roar of the Beast,GEN
Jeopardy!,GEN
NHL 96,GEN
Sega Sound Tool,GEN
Outlander,GEN
P.T.O. - Pacific Theater of Operations,GEN
ToeJam & Earl,GEN
Virtua Racing,GEN
Star Trek - Deep Space Nine - Crossroads of Time,GEN
Justice League Task Force,GEN
Sparkster,GEN
HardBall!,GEN
Jurassic Park,GEN
Batman - Revenge of the Joker,GEN
Strider Returns - Journey from Darkness,GEN
PGA Tour 96,GEN
Nigel Mansell's World Championship Racing,GEN
R.B.I. Baseball 4,GEN
Stargate,GEN
TinHead,GEN
Bible Adventures,GEN
Streets of Rage 3,GEN
Battlemaster,GEN
Mega Turrican,GEN
Vectorman 2,GEN
R.B.I. Baseball '93,GEN
Castlevania - Bloodlines,GEN
Super High Impact,GEN
Midnight Resistance,GEN
NBA Jam,GEN
Championship Bowling,GEN
Sesame Street Counting Cafe,GEN
Heavy Nova,GEN
Sol-Deace,GEN
Fatal Labyrinth,GEN
Tecmo Super Baseball,GEN
Tom Mason's Dinosaurs for Hire,GEN
"Punisher, The",GEN
Muhammad Ali Heavyweight Boxing,GEN
Chi Chi's Pro Challenge Golf,GEN
Test Drive II - The Duel,GEN
Risk,GEN
Shadowrun,GEN
Pit-Fighter,GEN
Cliffhanger,GEN
Chavez II,GEN
PGA Tour Golf,GEN
Mortal Kombat II,GEN
Mig-29 Fighter Pilot,GEN
Winter Olympic Games,GEN
MUSHA - Metallic Uniframe Super Hybrid Armor,GEN
Ayrton Senna's Super Monaco GP II,GEN
Where in Time Is Carmen Sandiego,GEN
Captain America and the Avengers,GEN
Exile,GEN
Fantasia,GEN
Garry Kitchen's Super Battletank - War in the Gulf,GEN
Micro Machines,GEN
Arcade Legends Street Fighter II' - Special Champion Edition ~ Mega Drive Play TV 3,GEN
"Incredible Hulk, The",GEN
Cool Spot,GEN
Mario Andretti Racing,GEN
Madden NFL '94,GEN
Romance of the Three Kingdoms III - Dragon of Destiny,GEN
Legend of Wukong,GEN
"Death and Return of Superman, The",GEN
Aerobiz Supersonic,GEN
Tatsujin ~ Truxton,GEN
Cadash,GEN
World Cup USA 94,GEN
Sega Channel Demo,GEN
Thunder Force II,GEN
WeaponLord,GEN
College Slam,GEN
Gauntlet IV,GEN
Mary Shelley's Frankenstein,GEN
Boxing Legends of the Ring,GEN
Blockbuster World Video Game Championship II,GEN
Championship Pool,GEN
Warrior of Rome II,GEN
"Ooze, The",GEN
Barbie Super Model,GEN
"Revenge of Shinobi, The",GEN
Powerball,GEN
Phantasy Star IV,GEN
Bulls versus Blazers and the NBA Playoffs,GEN
Sagaia,GEN
"Revenge of Shinobi, The",GEN
Head-On Soccer,GEN
Forgotten Worlds,GEN
Road Rash 3,GEN
Shaq-Fu,GEN
Soldiers of Fortune,GEN
Predator 2,GEN
Exodus - Journey to the Promised Land,GEN
Phantasy Star II,GEN
Stormlord,GEN
Evander Holyfield's 'Real Deal' Boxing,GEN
Awesome Possum... ...Kicks Dr. Machino's Butt,GEN
Fantasia,GEN
Shining Force,GEN
Taz-Mania,GEN
Daimakaimura ~ Ghouls'n Ghosts,GEN
PGA Tour Golf II,GEN
Splatterhouse 2,GEN
Golden Axe,GEN
Zany Golf,GEN
Phantom 2040,GEN
College Football's National Championship,GEN
Arrow Flash,GEN
NCAA Football,GEN
Madden NFL 98,GEN
Bubba 'N' Stix,GEN
Steel Empire,GEN
Jennifer Capriati Tennis,GEN
Liberty or Death,GEN
NHL 98,GEN
Warsong,GEN
Bubble and Squeak,GEN
"Great Circus Mystery Starring Mickey & Minnie, The",GEN
Zool - Ninja of the 'Nth' Dimension,GEN
Mega Games 3,GEN
Pete Sampras Tennis,GEN
Star Trek - The Next Generation - Echoes from the Past,GEN
John Madden Football,GEN
"Lost World, The - Jurassic Park",GEN
Double Dragon V - The Shadow Falls,GEN
Phantasy Star III - Generations of Doom,GEN
Rolling Thunder 3,GEN
Zoom!,GEN
Sorcerer's Kingdom,GEN
Flashback - The Quest for Identity,GEN
Phantasy Star II,GEN
Bugs Bunny in Double Trouble,GEN
Junction,GEN
Skitchin',GEN
Super Monaco GP,GEN
Spider-Man - X-Men - Arcade's Revenge,GEN
True Lies,GEN
Sonic The Hedgehog 3,GEN
"Story of Thor, The",GEN
Gunstar Heroes,GEN
Ballz 3D - Fighting at Its Ballziest ~ Ballz 3D - The Battle of the Ballz,GEN
Alex Kidd in the Enchanted Castle,GEN
Warlock,GEN
Sylvester & Tweety in Cagey Capers,GEN
Super Street Fighter II,GEN
Hook,GEN
Gemfire,GEN
Nobunaga's Ambition,GEN
Toy Story,GEN
Budokan - The Martial Spirit,GEN
Taz in Escape from Mars,GEN
Rocket Knight Adventures,GEN
Math Blaster - Episode 1,GEN
Wacky Worlds Creativity Studio,GEN
RoboCop 3,GEN
Pit-Fighter,GEN
Dungeons & Dragons - Warriors of the Eternal Sun,GEN
Pro Quarterback,GEN
Thomas the Tank Engine & Friends,GEN
Mallet Legend's Whac-a-Critter ~ Mallet Legend,GEN
Joe Montana Football,GEN
Crusader of Centy,GEN
Phelios,GEN
Mick & Mack as the Global Gladiators,GEN
Sonic The Hedgehog 2,GEN
FZ Senki Axis ~ Final Zone,GEN
Tiny Toon Adventures - Buster's Hidden Treasure,GEN
Romance of the Three Kingdoms II,GEN
Pier Solar and the Great Architects,GEN
Tecmo Super Bowl III - Final Edition,GEN
Best of the Best - Championship Karate,GEN
Universal Soldier,GEN
R.B.I. Baseball '94,GEN
Risky Woods,GEN
Sonic & Knuckles + Sonic The Hedgehog,GEN
Krusty's Super Fun House,GEN
Red Zone,GEN
Dynamite Headdy,GEN
Shining in the Darkness,GEN
Kawasaki Superbike Challenge,GEN
NCAA Final Four Basketball,GEN
Troy Aikman NFL Football,GEN
Triple Play - Gold Edition,GEN
Target Earth,GEN
Team USA Basketball,GEN
Sonic The Hedgehog 2,GEN
Mortal Kombat 3,GEN
Uncharted Waters,GEN
Greendog - The Beached Surfer Dude!,GEN
Monster World IV,GEN
Double Dribble - The Playoff Edition,GEN
F-22 Interceptor - Advanced Tactical Fighter,GEN
NFL 98,GEN
"Magic School Bus, The - Space Exploration Game",GEN
Sol-Deace,GEN
Super Monaco GP,GEN
Jerry Glanville's Pigskin Footbrawl,GEN
Earthworm Jim,GEN
Earthworm Jim 2,GEN
Greatest Heavyweights,GEN
Power Monger,GEN
HardBall '95,GEN
"Tick, The",GEN
NHL 95,GEN
FIFA Soccer 96,GEN
"Simpsons, The - Bart vs. the Space Mutants",GEN
Sonic The Hedgehog,GEN
American Gladiators,GEN
Ex-Mutants,GEN
Mazin Saga - Mutant Fighter,GEN
Action 52,GEN
Caliber.50,GEN
Zombies Ate My Neighbors,GEN
Jeopardy! - Sports Edition,GEN
Slaughter Sport,GEN
Might and Magic - Gates to Another World,GEN
Marble Madness,GEN
Earnest Evans,GEN
Mortal Kombat,GEN
X-Perts,GEN
Herzog Zwei,GEN
Splatterhouse 3,GEN
Centurion - Defender of Rome,GEN
Paperboy 2,GEN
Kid Chameleon,GEN
Truco '96,GEN
Fatal Fury,GEN
Bonkers,GEN
Caesars Palace,GEN
Battle Squadron,GEN
Onslaught,GEN
Aladdin,GEN
Instruments of Chaos Starring Young Indiana Jones,GEN
Goofy's Hysterical History Tour,GEN
"Great Waldo Search, The",GEN
Jungle Strike,GEN
M-1 Abrams Battle Tank,GEN
Winter Challenge,GEN
ESPN Speed World,GEN
Bare Knuckle - Ikari no Tekken ~ Streets of Rage,GEN
Bill Walsh College Football 95,GEN
Combat Cars,GEN
Shanghai II - Dragon's Eye,GEN
B.O.B.,GEN
Mike Ditka Power Football,GEN
Stargate,GEN
Whip Rush,GEN
Micro Machines,GEN
Valis,GEN
Sonic Spinball,GEN
Operation Europe - Path to Victory 1939-45,GEN
WWF WrestleMania - The Arcade Game,GEN
Trouble Shooter,GEN
Warrior of Rome,GEN
Joe Montana II Sports Talk Football,GEN
QuackShot Starring Donald Duck,GEN
Shadow Dancer - The Secret of Shinobi,GEN
Wayne's World,GEN
NHLPA Hockey 93,GEN
HardBall '94,GEN
Virtual Bart,GEN
Rambo III,GEN
Asterix and the Great Rescue,GEN
X-Men 2 - Clone Wars,GEN
Ys III,GEN
Pac-Mania,GEN
Eternal Champions,GEN
Super Smash T.V.,GEN
Thunder Force III,GEN
Triple Play 96,GEN
Road Rash 3,GEN
NHLPA Hockey 93,GEN
Pink Goes to Hollywood,GEN
Puggsy,GEN
Boogerman - A Pick and Flick Adventure,GEN
College Football USA 96,GEN
Lemmings,GEN
"Pirates of Dark Water, The",GEN
Rings of Power,GEN
T2 - Terminator 2 - Judgment Day,GEN
Frank Thomas Big Hurt Baseball,GEN
Gargoyles,GEN
Superman,GEN
Comix Zone,GEN
Landstalker,GEN
Normy's Beach Babe-O-Rama,GEN
Ms. Pac-Man,GEN
Sword of Sodan,GEN
Mickey Mania - The Timeless Adventures of Mickey Mouse,GEN
Barkley Shut Up and Jam!,GEN
FIFA Soccer 95,GEN
Street Smart,GEN
Joshua & the Battle of Jericho,GEN
Crue Ball - Heavy Metal Pinball,GEN
Toxic Crusaders,GEN
"Terminator, The",GEN
Mystic Defender,GEN
James Pond - Underwater Agent,GEN
NFL Quarterback Club 96,GEN
Zany Golf,GEN
Fantasia,GEN
Joe & Mac,GEN
Alisia Dragoon,GEN
Jordan vs Bird,GEN
Steel Empire,GEN
Wolverine - Adamantium Rage,GEN
Art of Fighting,GEN
Aerobiz,GEN
NBA Showdown '94,GEN
NBA Jam - Tournament Edition,GEN
Madden NFL 97,GEN
OutRun,GEN
Radical Rex,GEN
Last Battle,GEN
World Cup Soccer ~ World Championship Soccer,GEN
Arcade Classics,GEN
Wonder Boy in Monster World,GEN
Menacer 6-Game Cartridge,GEN
Tyrants - Fight through Time,GEN
Rambo III,GEN
Starflight,GEN
Home Alone 2 - Lost in New York,GEN
"Dick Vitale's 'Awesome, Baby!' College Hoops",GEN
Columns,GEN
Cosmic Spacehead,GEN
Chiki Chiki Boys,GEN
Tecmo Super Hockey,GEN
Columns,GEN
Twin Cobra - Desert Attack Helicopter,GEN
Task Force Harrier EX,GEN
Rolling Thunder 2,GEN
"Pagemaster, The",GEN
VR Troopers,GEN
Klax,GEN
Pitfall - The Mayan Adventure,GEN
King of the Monsters 2,GEN
Street Fighter II' Plus - Champion Edition,GEN
Theme Park,GEN
Chase H.Q. II,GEN
Double Dragon,GEN
Ecco - The Tides of Time,GEN
688 Attack Sub,GEN
Contra - Hard Corps,GEN
Pac-Man 2 - The New Adventures,GEN
Pele!,GEN
seaQuest DSV,GEN
Alien Storm,GEN
Turrican,GEN
"Berenstain Bears' Camping Adventure, The",GEN
NBA Jam,GEN
Barkley Shut Up and Jam 2,GEN
Todd's Adventures in Slime World,GEN
World Heroes,GEN
ESPN Baseball Tonight,GEN
Populous,GEN
Steel Talons,GEN
Pat Riley Basketball,GEN
Toys - Let the Toy Wars Begin!,GEN
Pier Solar and the Great Architects,GEN
Hit the Ice - VHL - The Official Video Hockey League,GEN
Dr. Robotnik's Mean Bean Machine,GEN
Mega Bomberman,GEN
NBA Action '95 Starring David Robinson,GEN
Al Michaels Announces HardBall III,GEN
Flicky,GEN
Crack Down,GEN
TNN Bass Tournament of Champions,GEN
CutThroat Island,GEN
Lightening Force - Quest for the Darkstar,GEN
Lotus Turbo Challenge,GEN
WarpSpeed,GEN
Ecco Jr.,GEN
Dark Castle,GEN
G-LOC - Air Battle,GEN
Aaahh!!! Real Monsters,GEN
Unnecessary Roughness '95,GEN
Oh Mummy Genesis,GEN
Race Drivin',GEN
James Pond II - Codename - Robocod,GEN
Dynamite Duke,GEN
Shadow Blasters,GEN
Lethal Enforcers II - Gun Fighters,GEN
Wardner,GEN
"Aquatic Games Starring James Pond and the Aquabats, The",GEN
Arch Rivals - The Arcade Game,GEN
Tommy Lasorda Baseball,GEN
Championship Pro-Am,GEN
Mystic Defender,GEN
ESPN National Hockey Night,GEN
Andre Agassi Tennis,GEN
Insector X,GEN
Bio Hazard Battle,GEN
Sub-Terrania,GEN
Funny World & Balloon Boy,GEN
Hard Drivin',GEN
Richard Scarry's Busytown,GEN
Bubsy in - Claws Encounters of the Furred Kind,GEN
Hellfire,GEN
Micro Machines,GEN
James 'Buster' Douglas Knockout Boxing,GEN
Sonic & Knuckles,GEN
Raiden Densetsu ~ Raiden Trad,GEN
"Dinosaur's Tale, A",GEN
Sorcerer's Kingdom,GEN
Pac-Attack,GEN
"Revenge of Shinobi, The",GEN
David Crane's Amazing Tennis,GEN
Olympic Gold,GEN
Indiana Jones and the Last Crusade,GEN
Sonic & Knuckles + Sonic The Hedgehog 3,GEN
Barney's Hide & Seek Game,GEN
Castle of Illusion Starring Mickey Mouse,GEN
Prince of Persia,GEN
NBA Live 95,GEN
Battletoads-Double Dragon,GEN
Elemental Master,GEN
F-22 Interceptor - Advanced Tactical Fighter,GEN
Scooby-Doo Mystery,GEN
Marsupilami,GEN
Animaniacs,GEN
OutRun 2019,GEN
"Humans, The",GEN
Star Odyssey,GEN
Virtual Pinball,GEN
Galaxy Force II,GEN
Rocket Knight Adventures,GEN
Fatal Rewind,GEN
Bill Walsh College Football,GEN
"Legend of Galahad, The",GEN
John Madden Football '92,GEN
Ranger X,GEN
F-117 Night Storm,GEN
Socket,GEN
Generations Lost,GEN
Krusty's Super Fun House,GEN
Wheel of Fortune,GEN
Bonanza Bros.,GEN
World Cup Soccer ~ World Championship Soccer,GEN
Wayne Gretzky and the NHLPA All-Stars,GEN
"Earth Defense ~ Earth Defend, The",GEN
Spot Goes to Hollywood,GEN
Wings of Wor,GEN
Two Crude Dudes,GEN
Space Harrier II,GEN
Virtua Fighter 2,GEN
"Flintstones, The",GEN
Ultimate QIX,GEN
Buck Rogers - Countdown to Doomsday,GEN
"Simpsons, The - Bart vs. the Space Mutants",GEN
Starflight,GEN
Williams Arcade's Greatest Hits,GEN
Vapor Trail,GEN
R.B.I. Baseball 3,GEN
David Robinson's Supreme Court,GEN
Paperboy,GEN
Michael Jackson's Moonwalker,GEN
Teenage Mutant Ninja Turtles - The Hyperstone Heist,GEN
"Immortal, The",GEN
T2 - The Arcade Game,GEN
"Addams Family, The",GEN
Sega Channel,GEN
Traysia,GEN
Pro Moves Soccer,GEN
Ferrari Grand Prix Challenge,GEN
Gadget Twins,GEN
Golden Axe II,GEN
Spider-Man . Venom - Maximum Carnage,GEN
ToeJam & Earl,GEN
Gain Ground,GEN
Zero Tolerance,GEN
College Football's National Championship II,GEN
Splatterhouse 2,GEN
Spider-Man,GEN
Chuck Rock II - Son of Chuck,GEN
Last Action Hero,GEN
Formula One,GEN
Game Genie,GEN
Mike Ditka Power Football,GEN
NFL '95,GEN
DEcapAttack,GEN
Brutal - Paws of Fury,GEN
Lakers versus Celtics and the NBA Playoffs,GEN
Shadowrun,GEN
Comix Zone,GEN
CrossFire,GEN
Revolution X,GEN
NHL All-Star Hockey 95,GEN
G-LOC - Air Battle,GEN
Marvel Land,GEN
WWF Super WrestleMania,GEN
Ristar,GEN
TaleSpin,GEN
OutRunners,GEN
King Salmon - The Big Catch,GEN
Fatal Fury,GEN
Sword of Vermilion,GEN
Columns III,GEN
World of Illusion Starring Mickey Mouse and Donald Duck,GEN
New Horizons,GEN
ToeJam & Earl in Panic on Funkotron,GEN
NFL Sports Talk Football '93 Starring Joe Montana,GEN
ESWAT - City Under Siege,GEN
Ghostbusters,GEN
Dashin' Desperadoes,GEN
Fighting Masters,GEN
Jack Nicklaus' Power Challenge Golf,GEN
"Simpsons, The - Bart's Nightmare",GEN
Rampart,GEN
Jewel Master,GEN
Pocahontas,GEN
Michael Jackson's Moonwalker,GEN
Magic Girl featuring Ling Ling the Little Witch,GEN
Pebble Beach Golf Links,GEN
Lemmings 2 - The Tribes,GEN
Super Hang-On,GEN
Devilish - The Next Possession,GEN
Mutant League Hockey,GEN
Sonic The Hedgehog 2,GEN
6-Pak,GEN
Golden Axe,GEN
King of the Monsters,GEN
Exo Squad,GEN
Ghostbusters,GEN
Sports Talk Baseball,GEN
"Lost Vikings, The",GEN
ToeJam & Earl in Panic on Funkotron,GEN
World Series Baseball,GEN
Road Rash II,GEN
Genghis Khan II - Clan of the Gray Wolf,GEN
FIFA Soccer 97,GEN
College Football USA 97,GEN
Chuck Rock,GEN
Champions World Class Soccer,GEN
Wolfchild,GEN
Air Buster,GEN
Cyber-Cop,GEN
Lotus II,GEN
Madden NFL 95,GEN
World Series Baseball '95,GEN
Bubsy II,GEN
Sonic The Hedgehog,GEN
John Madden Football '93,GEN
RoboCop versus The Terminator,GEN
Tiny Toon Adventures - Acme All-Stars,GEN
Clue,GEN
Ecco the Dolphin,GEN
Mighty Morphin Power Rangers - The Movie,GEN
"Jungle Book, The",GEN
Shadow of the Beast,GEN
John Madden Football - Championship Edition,GEN
NBA Live 98,GEN
Garfield - Caught in the Act,GEN
Death Duel,GEN
NHL '94,GEN
Demolition Man,GEN
BattleTech - A Game of Armored Combat,GEN
Dino Land,GEN
Batman - The Video Game,GEN
Samurai Shodown,GEN
Micro Machines,GEN
Alien Soldier,GEN
LHX Attack Chopper,GEN
TechnoClash,GEN
Arnold Palmer Tournament Golf,GEN
Shove It! ...The Warehouse Game,GEN
Strider,GEN
Blaster Master 2,GEN
Batman Forever,GEN
Desert Demolition Starring Road Runner and Wile E. Coyote,GEN
NFL Quarterback Club,GEN
Tony La Russa Baseball,GEN
Mazin Saga,GEN
Prime Time NFL Starring Deion Sanders,GEN
Dragon's Revenge,GEN
WWF Royal Rumble,GEN
Toughman Contest,GEN
George Foreman's KO Boxing,GEN
Bulls vs Lakers and the NBA Playoffs,GEN
Dragon's Fury,GEN
Ishido - The Way of Stones,GEN
Sunset Riders,GEN
Viewpoint,GEN
Sub-Terrania,GEN
Streets of Rage 2,GEN
Saturday Night Slammasters,GEN
Syd of Valis,GEN
Tom and Jerry - Frantic Antics,GEN
Syndicate,GEN
Art Alive,GEN
Rolo to the Rescue,GEN
Fatal Fury 2,GEN
Rastan Saga II,GEN
Batman Returns,GEN
Brett Hull Hockey 95,GEN
Dune - The Battle for Arrakis,GEN
Dick Tracy,GEN
Sega Channel,GEN
Sonic & Knuckles + Sonic The Hedgehog 2,GEN
World Heroes,GEN
Ka-Ge-Ki - Fists of Steel,GEN
Mighty Morphin Power Rangers,GEN
Road Rash,GEN
"Ren & Stimpy Show Presents, The - Stimpy's Invention",GEN
Quad Challenge,GEN
NBA Live 96,GEN
Alien 3,GEN
Sonic Compilation ~ Sonic Classics,GEN
Gaiares,GEN
Super Hang-On,GEN
Bimini Run,GEN
"Lawnmower Man, The",GEN
Blades of Vengeance,GEN
Star Control,GEN
NFL Football '94 Starring Joe Montana,GEN
Fire Shark,GEN
Beast Wrestler,GEN
Mario Lemieux Hockey,GEN
Mega Bomberman,GEN
Aero the Acro-Bat,GEN
RoadBlasters,GEN
Where in the World Is Carmen Sandiego,GEN
Desert Strike - Return to the Gulf,GEN
Fantastic Dizzy,GEN
X-Men,GEN
Side Pocket,GEN
Pinocchio,GEN
John Madden Football,GEN
Atomic Robo-Kid,GEN
Family Feud,GEN
Vectorman,GEN
Haunting Starring Polterguy,GEN
Growl,GEN
Winter Challenge,GEN
PGA Tour Golf II,GEN
Streets of Rage 3,GEN
Shinobi III - Return of the Ninja Master,GEN
Atomic Runner,GEN
Cyberball,GEN
Gods,GEN
TNN Outdoors Bass Tournament '96,GEN
No Escape,GEN
Pete Sampras Tennis,GEN
Marko,GEN
Jordan vs Bird,GEN
Golden Axe,GEN
Bare Knuckle - Ikari no Tekken ~ Streets of Rage,GEN
Newman Haas IndyCar featuring Nigel Mansell,GEN
Zoop,GEN
Mickey's Ultimate Challenge,GEN
Dragon - The Bruce Lee Story,GEN
Chakan,GEN
Judge Dredd,GEN
Ultimate Mortal Kombat 3,GEN
Technocop,GEN
Izzy's Quest for the Olympic Rings,GEN
Home Alone,GEN
Cal Ripken Jr. Baseball,GEN
Valis III,GEN
Beyond Oasis,GEN
World Class Leaderboard Golf,GEN
Summer Challenge,GEN
World Cup Soccer ~ World Championship Soccer,GEN
"Adventures of Batman & Robin, The",GEN
Foreman for Real,GEN
Doom Troopers,GEN
Arcade Legends Sega Mega Drive ~ Arcade Legends Sega Genesis ~ Mega Drive Play TV,GEN
"Incredible Crash Dummies, The",GEN
Game Genie,GEN
NBA Live 97,GEN
Space Invaders '91,GEN
"Revenge of Shinobi, The",GEN
Speedball 2 - Brutal Deluxe,GEN
Lemmings,GEN
Super Volley Ball,GEN
Super Off Road,GEN
World Championship Soccer II,GEN
Grind Stormer,GEN
Olympic Gold,GEN
Burning Force,GEN
Wonder Boy III - The Dragon's Trap,SMS
Reggie Jackson Baseball,SMS
"Ninja, The",SMS
Casino Games,SMS
Time Soldiers,SMS
Psycho Fox,SMS
Spy vs. Spy,SMS
Vigilante,SMS
Columns,SMS
Great Baseball,SMS
Shinobi,SMS
Kung Fu Kid,SMS
Rambo - First Blood Part II,SMS
Ghouls'n Ghosts,SMS
Sonic The Hedgehog,SMS
Miracle Warriors - Seal of the Dark Lord,SMS
Space Harrier 3-D,SMS
Rambo III,SMS
E-SWAT,SMS
Wanted,SMS
Super Monaco GP,SMS
Pro Wrestling,SMS
Alf,SMS
Super Basketball,SMS
Strider,SMS
Rampage,SMS
Spider-Man vs. The Kingpin,SMS
Color & Switch Test,SMS
Joe Montana Football,SMS
Phantasy Star,SMS
Golvellius,SMS
Castle of Illusion Starring Mickey Mouse,SMS
Poseidon Wars 3-D,SMS
Kenseiden,SMS
Paperboy,SMS
Rocky,SMS
Rastan,SMS
Penguin Land,SMS
Ghost House,SMS
After Burner,SMS
Dead Angle,SMS
California Games II,SMS
TransBot,SMS
Great Golf,SMS
Montezuma's Revenge featuring Panama Joe,SMS
SpellCaster,SMS
Gangster Town,SMS
Astro Warrior,SMS
Walter Payton Football,SMS
Dick Tracy,SMS
Great Ice Hockey,SMS
Super Tennis,SMS
Zaxxon 3-D,SMS
Ys - The Vanished Omens,SMS
Alien Syndrome,SMS
Cloud Master,SMS
Where in the World is Carmen Sandiego,SMS
Shanghai,SMS
Golden Axe,SMS
World Soccer,SMS
Double Dragon,SMS
Ghostbusters,SMS
Alex Kidd - High-Tech World,SMS
Phantasy Star,SMS
Altered Beast,SMS
Rescue Mission,SMS
Shooting Gallery,SMS
Bomber Raid,SMS
Alex Kidd in Shinobi World,SMS
Thunder Blade,SMS
Golden Axe Warrior,SMS
Aztec Adventure - The Golden Road to Paradise,SMS
World Grand Prix,SMS
Global Defense,SMS
Hang-On & Astro Warrior,SMS
Slap Shot,SMS
Zillion II - The Tri Formation,SMS
Great Volleyball,SMS
Alex Kidd in Miracle World,SMS
My Hero,SMS
Zillion,SMS
James 'Buster' Douglas Knockout Boxing,SMS
Wonder Boy in Monster Land,SMS
Marksman Shooting & Trap Shooting,SMS
F-16 Fighting Falcon,SMS
Space Harrier,SMS
Hang-On & Safari Hunt,SMS
Black Belt,SMS
Enduro Racer,SMS
Teddy Boy,SMS
Galaxy Force,SMS
Alex Kidd - The Lost Stars,SMS
Sports Pad Football,SMS
Great Basketball,SMS
King's Quest - Quest for the Crown,SMS
Castle of Illusion Starring Mickey Mouse,SMS
Fantasy Zone - The Maze,SMS
Cyborg Hunter,SMS
F-16 Fighter,SMS
Action Fighter,SMS
Fantasy Zone II - The Tears of Opa-Opa,SMS
Maze Hunter 3-D,SMS
E-SWAT,SMS
Wonder Boy,SMS
Choplifter,SMS
Michael Jackson's Moonwalker,SMS
Blade Eagle,SMS
Out Run,SMS
R-Type,SMS
Quartet,SMS
Great Football,SMS
Captain Silver,SMS
Aerial Assault,SMS
Ghouls'n Ghosts,SMS
Fantasy Zone,SMS
Lord of the Sword,SMS
Missile Defense 3-D,SMS
Monopoly,SMS
Power Strike,SMS
California Games,SMS
